bigram,log_odds_ratio
great far,0.1872
great looking,0.1872
great thing,0.1872
great would,0.1872
hard copy,0.1872
hard tell,0.1872
help books,0.1872
home page,0.1872
however think,0.1872
huggies little,0.1872
ice frozen,0.1872
initially thought,0.1872
keep away,0.1872
key code,0.1872
know start,0.1872
lay flat,0.1872
less waste,0.1872
let dry,0.1872
light bulb,0.1872
like may,0.1872
like try,0.1872
little nervous,0.1872
looking like,0.1872
lot easier,0.1872
love buy,0.1872
love looking,0.1872
made decision,0.1872
may seem,0.1872
minutes set,0.1872
much read,0.1872
much space,0.1872
must use,0.1872
need good,0.1872
never leave,0.1872
new model,0.1872
new pack,0.1872
non toxic,0.1872
one cats,0.1872
one couple,0.1872
one decided,0.1872
one huge,0.1872
one many,0.1872
one might,0.1872
one never,0.1872
one occasion,0.1872
one read,0.1872
people looking,0.1872
personal preference,0.1872
phone mount,0.1872
post review,0.1872
previous one,0.1872
price product,0.1872
purchased new,0.1872
put batteries,0.1872
put work,0.1872
quickly without,0.1872
read like,0.1872
read negative,0.1872
realize much,0.1872
really annoying,0.1872
really fun,0.1872
really make,0.1872
really matter,0.1872
reason buy,0.1872
recommend people,0.1872
review help,0.1872
reviewers said,0.1872
reviews made,0.1872
right like,0.1872
say would,0.1872
see still,0.1872
set camera,0.1872
set record,0.1872
short term,0.1872
sided tape,0.1872
size bed,0.1872
size easy,0.1872
skin would,0.1872
smells great,0.1872
spent years,0.1872
take shower,0.1872
take word,0.1872
things need,0.1872
think ever,0.1872
time back,0.1872
time energy,0.1872
twice week,0.1872
usb drive,0.1872
use many,0.1872
use night,0.1872
use regular,0.1872
using month,0.1872
video audio,0.1872
video see,0.1872
video sound,0.1872
watch movies,0.1872
water even,0.1872
water tastes,0.1872
wear masks,0.1872
wear tear,0.1872
well look,0.1872
well worked,0.1872
whole life,0.1872
wide view,0.1872
wish bought,0.1872
work also,0.1872
work first,0.1872
work way,0.1872
worked perfect,0.1872
worst case,0.1872
would actually,0.1872
would easy,0.1872
would tell,0.1872
wyze cam,0.1872
year use,0.1872
ahead time,0.1874
amazon money,0.1874
answer questions,0.1874
cell phone,0.1874
cup holder,0.1874
day work,0.1874
enough water,0.1874
get thank,0.1874
keep eye,0.1874
know people,0.1874
last two,0.1874
learned buy,0.1874
like way,0.1874
little longer,0.1874
live life,0.1874
long run,0.1874
memory card,0.1874
need know,0.1874
needed new,0.1874
one person,0.1874
reading books,0.1874
see lot,0.1874
sound like,0.1874
usually buy,0.1874
want put,0.1874
whole new,0.1874
years back,0.1874
coming back,0.1875
ever made,0.1875
finally decided,0.1875
good things,0.1875
like much,0.1875
make feel,0.1875
makes sense,0.1875
one works,0.1875
cold water,0.1876
could put,0.1876
ice cubes,0.1876
purchased one,0.1876
year old,0.1909
last time,0.2029
one side,0.2029
hard get,0.2077
litter box,0.2077
lot people,0.2077
usb cable,0.2077
amount water,0.2174
come home,0.2174
digital cards,0.2174
drink water,0.2174
even one,0.2174
found product,0.2174
get right,0.2174
know many,0.2174
need get,0.2174
new phone,0.2174
put together,0.2174
see pictures,0.2174
special effects,0.2174
use time,0.2174
using one,0.2174
works better,0.2174
found one,0.2271
nice little,0.2271
one also,0.2271
see much,0.2271
taste like,0.2271
would need,0.2271
every day,0.2315
took chance,0.2320
feel like,0.2335
book read,0.2349
years ago,0.2389
able read,0.2453
also want,0.2453
apple products,0.2453
back first,0.2453
bad thing,0.2453
bento boxes,0.2453
best bang,0.2453
better first,0.2453
better old,0.2453
better see,0.2453
boiling water,0.2453
bought size,0.2453
buy also,0.2453
camera lenses,0.2453
carrying case,0.2453
cheaper price,0.2453
coffee taste,0.2453
comes apart,0.2453
comes back,0.2453
completely different,0.2453
considering price,0.2453
day received,0.2453
definitely works,0.2453
durable enough,0.2453
every kind,0.2453
everyone know,0.2453
everything comes,0.2453
expect much,0.2453
fair price,0.2453
fast charging,0.2453
feel bit,0.2453
first gen,0.2453
first pair,0.2453
fit right,0.2453
found way,0.2453
free cloud,0.2453
game pass,0.2453
games software,0.2453
gas station,0.2453
getting stuck,0.2453
gift someone,0.2453
going give,0.2453
good also,0.2453
good choice,0.2453
good read,0.2453
good see,0.2453
got good,0.2453
great day,0.2453
great great,0.2453
great picture,0.2453
great really,0.2453
great two,0.2453
happy little,0.2453
hard see,0.2453
iphone ipad,0.2453
jack carr,0.2453
kids use,0.2453
kind like,0.2453
kindle app,0.2453
know good,0.2453
know need,0.2453
know use,0.2453
least month,0.2453
like anything,0.2453
like kind,0.2453
like playing,0.2453
like time,0.2453
little easier,0.2453
look really,0.2453
lot longer,0.2453
make life,0.2453
make purchase,0.2453
makes difference,0.2453
medium large,0.2453
might work,0.2453
mobile device,0.2453
much would,0.2453
need replace,0.2453
never even,0.2453
never know,0.2453
old grandson,0.2453
one still,0.2453
open mind,0.2453
pan tilt,0.2453
people even,0.2453
people talking,0.2453
person one,0.2453
picture great,0.2453
plastic bags,0.2453
plug usb,0.2453
pretty quick,0.2453
probably one,0.2453
product get,0.2453
purchase ever,0.2453
purchased daughter,0.2453
purchased several,0.2453
purchasing product,0.2453
quality material,0.2453
really much,0.2453
reviews bought,0.2453
reviews mentioned,0.2453
right one,0.2453
set use,0.2453
since also,0.2453
small children,0.2453
spent lot,0.2453
started working,0.2453
strongly suggest,0.2453
sure one,0.2453
takes place,0.2453
ten years,0.2453
think makes,0.2453
think want,0.2453
time make,0.2453
time really,0.2453
time started,0.2453
tried one,0.2453
try new,0.2453
trying save,0.2453
two kids,0.2453
ultra fine,0.2453
united states,0.2453
use dishwasher,0.2453
use either,0.2453
use every,0.2453
use paper,0.2453
use tablet,0.2453
use usb,0.2453
used several,0.2453
water clean,0.2453
way way,0.2453
well developed,0.2453
well long,0.2453
wireless network,0.2453
without hesitation,0.2453
words describe,0.2453
worked even,0.2453
worth buy,0.2453
would really,0.2453
xlr cables,0.2453
year warranty,0.2453
bang buck,0.2455
buying amazon,0.2455
extension cord,0.2455
going buy,0.2455
half price,0.2455
like something,0.2455
much time,0.2455
quality excellent,0.2455
strong enough,0.2455
take away,0.2455
ice machine,0.2456
toilet paper,0.2456
best part,0.2460
sound quality,0.2527
come back,0.2551
looking forward,0.2551
heavy duty,0.2592
easy put,0.2634
hard time,0.2634
need one,0.2634
next time,0.2634
really liked,0.2634
time use,0.2634
time used,0.2634
price point,0.2640
another one,0.2665
amazon com,0.2672
could see,0.2672
one two,0.2672
day school,0.2718
different types,0.2718
either way,0.2718
end day,0.2718
ever owned,0.2718
exactly wanted,0.2718
fast easy,0.2718
get two,0.2718
got back,0.2718
lot better,0.2718
nothing else,0.2718
one get,0.2718
right box,0.2718
taste great,0.2718
use lot,0.2718
went ahead,0.2718
worked like,0.2718
front door,0.2722
take care,0.2722
give stars,0.2805
thus far,0.2805
took minutes,0.2805
actually got,0.2965
air filter,0.2965
almond milk,0.2965
already bought,0.2965
also work,0.2965
another product,0.2965
another thing,0.2965
app really,0.2965
arrived yesterday,0.2965
bag store,0.2965
blue yeti,0.2965
book love,0.2965
bought daughter,0.2965
box also,0.2965
camera quality,0.2965
case phone,0.2965
compared brands,0.2965
could definitely,0.2965
day since,0.2965
days get,0.2965
easy one,0.2965
energy drinks,0.2965
even able,0.2965
ever get,0.2965
everything could,0.2965
exactly need,0.2965
extremely satisfied,0.2965
far better,0.2965
far less,0.2965
far used,0.2965
feel right,0.2965
feels great,0.2965
fit good,0.2965
fun movie,0.2965
german shepherd,0.2965
get sick,0.2965
good would,0.2965
got great,0.2965
got right,0.2965
half year,0.2965
heart attack,0.2965
ice basket,0.2965
important thing,0.2965
important things,0.2965
let see,0.2965
lid closed,0.2965
like color,0.2965
like white,0.2965
little worried,0.2965
look nice,0.2965
lot water,0.2965
love get,0.2965
love using,0.2965
make noise,0.2965
many hours,0.2965
mattress pad,0.2965
mechanical pencil,0.2965
medium size,0.2965
money spent,0.2965
movie really,0.2965
needed one,0.2965
one almost,0.2965
one app,0.2965
one big,0.2965
one daughter,0.2965
one less,0.2965
one package,0.2965
one price,0.2965
one product,0.2965
open box,0.2965
others tried,0.2965
per year,0.2965
price range,0.2965
put water,0.2965
quality much,0.2965
recommend buy,0.2965
reviews stating,0.2965
said work,0.2965
say get,0.2965
scrub brush,0.2965
see anything,0.2965
see everything,0.2965
see people,0.2965
see reviews,0.2965
surge protector,0.2965
thing say,0.2965
things would,0.2965
thinking getting,0.2965
took years,0.2965
two packs,0.2965
upper right,0.2965
usb plug,0.2965
use even,0.2965
use hot,0.2965
use work,0.2965
used past,0.2965
voice recognition,0.2965
wait next,0.2965
want make,0.2965
wash hands,0.2965
water resistant,0.2965
way long,0.2965
way see,0.2965
way use,0.2965
well constructed,0.2965
well know,0.2965
well need,0.2965
work really,0.2965
worked wonderfully,0.2965
book much,0.2967
decided get,0.2967
good bad,0.2967
help keep,0.2967
notice difference,0.2967
put away,0.2967
two pack,0.2967
want see,0.2967
cloud storage,0.2969
much better,0.3000
would buy,0.3115
amount time,0.3128
product works,0.3128
quality good,0.3128
really want,0.3128
using product,0.3128
work fine,0.3128
another brand,0.3202
come across,0.3202
ease use,0.3202
excellent product,0.3202
extremely well,0.3202
story line,0.3202
without issue,0.3202
would purchase,0.3202
would suggest,0.3202
usb port,0.3207
worked perfectly,0.3207
much less,0.3280
also gave,0.3423
also put,0.3423
always wanted,0.3423
back camera,0.3423
back like,0.3423
background noise,0.3423
black one,0.3423
bought brand,0.3423
camera view,0.3423
charging cable,0.3423
code amazon,0.3423
comfortable wear,0.3423
could keep,0.3423
decent price,0.3423
double sided,0.3423
end year,0.3423
every issue,0.3423
excellent value,0.3423
extra room,0.3423
fast paced,0.3423
feel free,0.3423
fingers crossed,0.3423
first love,0.3423
first set,0.3423
gave stars,0.3423
get close,0.3423
get much,0.3423
going need,0.3423
great fit,0.3423
great reviews,0.3423
helps someone,0.3423
inside outside,0.3423
instructions clear,0.3423
last page,0.3423
like best,0.3423
like see,0.3423
literally everything,0.3423
looks nice,0.3423
lot less,0.3423
lot like,0.3423
lot things,0.3423
might get,0.3423
need take,0.3423
nice clean,0.3423
nice surprise,0.3423
often find,0.3423
one much,0.3423
one single,0.3423
parking lot,0.3423
people might,0.3423
people want,0.3423
pop socket,0.3423
product definitely,0.3423
product much,0.3423
put ice,0.3423
put two,0.3423
read first,0.3423
right front,0.3423
right thing,0.3423
see pics,0.3423
seen reviews,0.3423
since last,0.3423
six year,0.3423
spend hours,0.3423
sure could,0.3423
throughout entire,0.3423
time find,0.3423
time first,0.3423
time long,0.3423
took care,0.3423
tried lot,0.3423
turned back,0.3423
two minutes,0.3423
wanted one,0.3423
water taste,0.3423
weeks later,0.3423
well works,0.3423
without problems,0.3423
zero issues,0.3423
able see,0.3426
card use,0.3426
dropped phone,0.3426
every months,0.3426
large size,0.3426
also used,0.3428
couple times,0.3428
two years,0.3428
last years,0.3431
great deal,0.3520
everything else,0.3571
good one,0.3571
old daughter,0.3571
wanted something,0.3571
hand wash,0.3638
ice water,0.3638
one little,0.3638
read many,0.3638
super fast,0.3638
trying find,0.3638
easy read,0.3644
five stars,0.3644
picture quality,0.3644
apple watch,0.3709
able take,0.3837
also made,0.3837
also pretty,0.3837
amazon app,0.3837
answered questions,0.3837
app phone,0.3837
baby wipes,0.3837
better price,0.3837
cat litter,0.3837
cheap price,0.3837
easy find,0.3837
enough get,0.3837
even like,0.3837
everything one,0.3837
family member,0.3837
family members,0.3837
get great,0.3837
goes back,0.3837
great color,0.3837
job well,0.3837
last forever,0.3837
like fire,0.3837
like get,0.3837
like getting,0.3837
look feel,0.3837
made difference,0.3837
made well,0.3837
month ago,0.3837
need buy,0.3837
nugget ice,0.3837
ordered large,0.3837
peanut butter,0.3837
plug play,0.3837
pop filter,0.3837
purchased another,0.3837
right next,0.3837
room temperature,0.3837
say anything,0.3837
set aside,0.3837
shower curtain,0.3837
size fits,0.3837
soft comfortable,0.3837
stay put,0.3837
three pack,0.3837
use daily,0.3837
use different,0.3837
variety pack,0.3837
way back,0.3837
within couple,0.3837
working fine,0.3837
works best,0.3837
youtube videos,0.3837
buy new,0.3840
might want,0.3840
pretty well,0.3840
still works,0.3840
low price,0.3844
years old,0.4024
friends family,0.4034
good way,0.4034
https www,0.4034
love much,0.4034
one another,0.4034
price good,0.4034
top rack,0.4034
recommend product,0.4048
bought one,0.4082
sensitive skin,0.4100
started using,0.4100
recommend anyone,0.4111
many years,0.4132
also means,0.4216
always good,0.4216
amazon digital,0.4216
book good,0.4216
buy brand,0.4216
especially like,0.4216
even need,0.4216
favorite flavor,0.4216
going like,0.4216
great love,0.4216
great time,0.4216
hours day,0.4216
ice melts,0.4216
installation easy,0.4216
kindle fire,0.4216
last day,0.4216
like apple,0.4216
look good,0.4216
love use,0.4216
macbook pro,0.4216
made one,0.4216
made sense,0.4216
many great,0.4216
micro usb,0.4216
might need,0.4216
much room,0.4216
need keep,0.4216
never used,0.4216
one gets,0.4216
one want,0.4216
press button,0.4216
problem solved,0.4216
put dishwasher,0.4216
still ice,0.4216
time buy,0.4216
video review,0.4216
walk away,0.4216
walking around,0.4216
want spend,0.4216
water line,0.4216
water still,0.4216
wifi signal,0.4216
without problem,0.4216
years using,0.4216
day long,0.4219
wait see,0.4219
many things,0.4223
one favorite,0.4223
worked well,0.4317
make sure,0.4360
book one,0.4397
makes ice,0.4397
small enough,0.4397
stainless steel,0.4397
still working,0.4397
water cold,0.4397
www amazon,0.4397
anything else,0.4405
different colors,0.4459
long enough,0.4459
let know,0.4491
air flow,0.4564
around edges,0.4564
back home,0.4564
back together,0.4564
best quality,0.4564
buying one,0.4564
christmas gift,0.4564
could hear,0.4564
definitely ordering,0.4564
easy enough,0.4564
fast enough,0.4564
find good,0.4564
get hot,0.4564
get way,0.4564
happy see,0.4564
held well,0.4564
keep ice,0.4564
last month,0.4564
like know,0.4564
liked much,0.4564
may best,0.4564
much water,0.4564
one know,0.4564
price quality,0.4564
pros cons,0.4564
really work,0.4564
recently purchased,0.4564
since use,0.4564
size perfect,0.4564
something could,0.4564
sound good,0.4564
still looks,0.4564
thing going,0.4564
think going,0.4564
thought going,0.4564
three different,0.4564
time like,0.4564
used years,0.4564
want keep,0.4564
well use,0.4564
without issues,0.4564
every night,0.4568
less minutes,0.4568
times day,0.4568
colleen hoover,0.4572
let tell,0.4572
screen protector,0.4637
good enough,0.4682
works perfectly,0.4682
every morning,0.4732
made feel,0.4732
making ice,0.4732
pretty much,0.4857
amount gift,0.4886
another box,0.4886
another set,0.4886
best one,0.4886
better one,0.4886
cards let,0.4886
cold hours,0.4886
definitely one,0.4886
definitely order,0.4886
every way,0.4886
first page,0.4886
get hands,0.4886
great like,0.4886
left card,0.4886
like original,0.4886
long ago,0.4886
many compliments,0.4886
one small,0.4886
phosphor bronze,0.4886
pretty cool,0.4886
price amazon,0.4886
ready give,0.4886
really made,0.4886
simple easy,0.4886
since started,0.4886
walk around,0.4886
wifi router,0.4886
fit well,0.4891
much like,0.4891
never seen,0.4891
past years,0.4891
quite bit,0.4891
story well,0.4891
throughout day,0.4891
also use,0.4895
battery life,0.4905
high quality,0.4958
good deal,0.5044
several years,0.5044
arrived time,0.5186
bentgo kids,0.5186
com product,0.5186
day two,0.5186
easily tell,0.5186
easy purchase,0.5186
fit bill,0.5186
good fit,0.5186
help get,0.5186
last minute,0.5186
like really,0.5186
little hard,0.5186
makes feel,0.5186
much one,0.5186
night time,0.5186
order one,0.5186
power strip,0.5186
price get,0.5186
product would,0.5186
received three,0.5186
